Company_Code,Company_Name,Report_Date,Calendar_Year,Financial_Year,Financial_Quarter,Cash_Balance_Millions
STN,SATURN METALS LIMITED,2024-10-29,2024,FY24,Q1,14.017
SVG,SAVANNAH GOLDFIELDS LIMITED,2024-01-31,2024,FY24,Q2,0.112
SVG,SAVANNAH GOLDFIELDS LIMITED,2024-05-01,2024,FY24,Q3,0.153
SVG,SAVANNAH GOLDFIELDS LIMITED,2024-07-31,2024,FY24,Q4,0.153
SVY,STAVELY MINERALS LIMITED,2024-01-25,2024,FY24,Q2,1.379
SVY,STAVELY MINERALS LIMITED,2024-04-29,2024,FY24,Q3,0.962
SVY,STAVELY MINERALS LIMITED,2024-07-18,2024,FY24,Q4,3.726
SVY,STAVELY MINERALS LIMITED,2024-10-30,2024,FY24,Q1,2.896
SYR,SYRAH RESOURCES LIMITED,2024-01-31,2024,FY24,Q4,84.889
SYR,SYRAH RESOURCES LIMITED,2024-04-30,2024,FY24,Q1,99.108
SYR,SYRAH RESOURCES LIMITED,2024-07-25,2024,FY24,Q2,81.608
SYR,SYRAH RESOURCES LIMITED,2024-10-30,2024,FY24,Q3,61.102
TBR,TRIBUNE RESOURCES LIMITED,2024-01-31,2024,FY24,Q2,7.993
TBR,TRIBUNE RESOURCES LIMITED,2024-04-26,2024,FY24,Q2,8.77
TBR,TRIBUNE RESOURCES LIMITED,2024-07-31,2024,FY24,Q4,8.915
TBR,TRIBUNE RESOURCES LIMITED,2024-10-28,2024,FY24,Q1,12.031
TGM,THETA GOLD MINES LIMITED,2024-01-31,2024,FY24,Q2,0.634
TGM,THETA GOLD MINES LIMITED,2024-04-30,2024,FY24,Q3,93.0
TGM,THETA GOLD MINES LIMITED,2024-07-31,2024,FY24,Q4,2.545
TGM,THETA GOLD MINES LIMITED,2024-10-31,2024,FY24,Q1,2.102
TI1,TOMBADOR IRON LIMITED,2024-01-31,2024,FY24,Q4,8.617
TI1,TOMBADOR IRON LIMITED,2024-04-30,2024,FY24,Q1,10.431
TI1,TOMBADOR IRON LIMITED,2024-07-31,2024,FY24,Q2,10.843
TI1,TOMBADOR IRON LIMITED,2024-10-31,2024,FY24,Q3,10.8
TKL,TRAKA RESOURCES LIMITED,2024-10-31,2024,FY24,Q1,0.66
TMX,TERRAIN MINERALS LIMITED,2024-01-29,2024,FY24,Q2,0.937
TMX,TERRAIN MINERALS LIMITED,2024-04-26,2024,FY24,Q3,0.761
TMX,TERRAIN MINERALS LIMITED,2024-07-29,2024,FY24,Q4,0.449
TMX,TERRAIN MINERALS LIMITED,2024-10-30,2024,FY24,Q1,1.094
TMZ,THOMSON RESOURCES LIMITED,2024-10-23,2024,FY24,Q1,22.0
TOR,TORQUE METALS LIMITED..,2024-01-29,2024,FY24,Q2,2.829
TOR,TORQUE METALS LIMITED..,2024-04-24,2024,FY24,Q3,3.948
TOR,TORQUE METALS LIMITED..,2024-07-30,2024,FY24,Q4,2.261
TOR,TORQUE METALS LIMITED..,2024-10-25,2024,FY24,Q1,2.627
TSO,TESORO GOLD LTD,2024-01-23,2024,FY24,Q2,1.197
TSO,TESORO GOLD LTD,2024-04-26,2024,FY24,Q3,2.073
TSO,TESORO GOLD LTD,2024-07-29,2024,FY24,Q4,0.312
TSO,TESORO GOLD LTD,2024-10-23,2024,FY24,Q1,5.655
USL,UNICO SILVER LIMITED,2024-01-29,2024,FY24,Q2,6.172
USL,UNICO SILVER LIMITED,2024-04-26,2024,FY24,Q3,5.649
USL,UNICO SILVER LIMITED,2024-07-29,2024,FY24,Q4,5.052
USL,UNICO SILVER LIMITED,2024-10-25,2024,FY24,Q1,11.536
VUL,VULCAN ENERGY RESOURCES LIMITED,2024-01-30,2024,FY24,Q4,78.624
VUL,VULCAN ENERGY RESOURCES LIMITED,2024-04-26,2024,FY24,Q1,47.771
VUL,VULCAN ENERGY RESOURCES LIMITED,2024-07-29,2024,FY24,Q2,60.577
WAF,WEST AFRICAN RESOURCES LIMITED,2024-01-25,2024,FY24,Q4,135.08
WAF,WEST AFRICAN RESOURCES LIMITED,2024-04-24,2024,FY24,Q1,341.79
WAF,WEST AFRICAN RESOURCES LIMITED,2024-07-24,2024,FY24,Q2,425.141
WAF,WEST AFRICAN RESOURCES LIMITED,2024-10-23,2024,FY24,Q3,430.209
WAK,WA KAOLIN LIMITED,2024-02-01,2024,FY24,Q2,3.91
WC1,WEST COBAR METALS LIMITED,2024-01-31,2024,FY24,Q2,1.877
WC1,WEST COBAR METALS LIMITED,2024-04-26,2024,FY24,Q3,1.09
WCN,WHITE CLIFF MINERALS LIMITED,2024-01-30,2024,FY24,Q2,0.723
WCN,WHITE CLIFF MINERALS LIMITED,2024-04-30,2024,FY24,Q3,4.479
WCN,WHITE CLIFF MINERALS LIMITED,2024-07-31,2024,FY24,Q4,2.959
WCN,WHITE CLIFF MINERALS LIMITED,2024-10-30,2024,FY24,Q1,1.298
WKT,WALKABOUT RESOURCES LTD,2024-05-13,2024,FY24,Q3,4.123
WTM,WARATAH MINERALS LIMITED,2024-01-29,2024,FY24,Q4,1.288
WTM,WARATAH MINERALS LIMITED,2024-04-30,2024,FY24,Q1,0.459
WTM,WARATAH MINERALS LIMITED,2024-07-26,2024,FY24,Q2,2.631
WTM,WARATAH MINERALS LIMITED,2024-10-29,2024,FY24,Q3,4.007
ZMI,ZINC OF IRELAND NL,2024-01-31,2024,FY24,Q2,0.817
ZMI,ZINC OF IRELAND NL,2024-04-29,2024,FY24,Q3,0.546
